date,hotel_id,adr,rooms_sold,revenue
2024-05-18,Hotel_C,165.74,106,17568.4
2024-05-19,Hotel_C,171.79,72,12368.55
2024-05-20,Hotel_C,166.41,48,7987.79
2024-05-21,Hotel_C,166.75,100,16674.5
2024-05-22,Hotel_C,165.37,42,6945.61
2024-05-23,Hotel_C,162.41,101,16403.63
2024-05-24,Hotel_C,144.79,43,6225.82
2024-05-25,Hotel_C,159.06,56,8907.16
2024-05-26,Hotel_C,153.23,88,13484.65
2024-05-27,Hotel_C,146.71,115,16871.61
2024-05-28,Hotel_C,169.64,72,12213.87
2024-05-29,Hotel_C,169.22,49,8291.85
2024-05-30,Hotel_C,165.45,58,9595.86
2024-05-31,Hotel_C,155.77,111,17291.02
2024-06-01,Hotel_C,163.68,98,16040.74
2024-06-02,Hotel_C,152.1,48,7300.8
2024-06-03,Hotel_C,152.74,70,10691.89
2024-06-04,Hotel_C,141.48,61,8630.14
2024-06-05,Hotel_C,152.5,54,8235.12
2024-06-06,Hotel_C,148.91,107,15933.12
2024-06-07,Hotel_C,137.1,89,12202.12
2024-06-08,Hotel_C,146.22,54,7895.74
2024-06-09,Hotel_C,145.1,92,13349.17
2024-06-10,Hotel_C,159.24,73,11624.45
2024-06-11,Hotel_C,151.15,44,6650.47
2024-06-12,Hotel_C,143.24,75,10742.74
2024-06-13,Hotel_C,144.31,54,7792.56
2024-06-14,Hotel_C,141.86,59,8370.01
2024-06-15,Hotel_C,139.11,110,15301.85
2024-06-16,Hotel_C,131.32,96,12606.76
2024-06-17,Hotel_C,138.05,50,6902.58
2024-06-18,Hotel_C,132.61,108,14321.37
2024-06-19,Hotel_C,127.92,85,10873.37
2024-06-20,Hotel_C,141.4,109,15412.99
2024-06-21,Hotel_C,139.87,99,13847.54
2024-06-22,Hotel_C,121.92,67,8168.88
2024-06-23,Hotel_C,134.75,82,11049.83
2024-06-24,Hotel_C,143.27,82,11747.81
2024-06-25,Hotel_C,143.39,97,13908.56
2024-06-26,Hotel_C,142.78,59,8424.19
2024-06-27,Hotel_C,134.6,66,8883.67
2024-06-28,Hotel_C,127.29,59,7510.4
2024-06-29,Hotel_C,125.2,63,7887.85
2024-06-30,Hotel_C,136.5,52,7098.11
2024-07-01,Hotel_C,136.71,42,5741.61
2024-07-02,Hotel_C,143.95,115,16554.15
2024-07-03,Hotel_C,142.48,45,6411.79
2024-07-04,Hotel_C,132.71,111,14731.31
2024-07-05,Hotel_C,123.96,40,4958.42
2024-07-06,Hotel_C,131.56,102,13418.73
2024-07-07,Hotel_C,136.09,66,8982.23
2024-07-08,Hotel_C,133.04,81,10776.17
2024-07-09,Hotel_C,130.38,62,8083.71
2024-07-10,Hotel_C,137.43,79,10856.79
2024-07-11,Hotel_C,131.82,76,10018.31
2024-07-12,Hotel_C,131.32,82,10768.26
2024-07-13,Hotel_C,139.37,71,9895.56
2024-07-14,Hotel_C,134.25,82,11008.24
2024-07-15,Hotel_C,140.04,106,14843.84
2024-07-16,Hotel_C,140.93,74,10428.66
2024-07-17,Hotel_C,130.32,68,8861.86
2024-07-18,Hotel_C,136.31,50,6815.74
2024-07-19,Hotel_C,152.43,68,10364.94
2024-07-20,Hotel_C,132.41,50,6620.66
2024-07-21,Hotel_C,125.59,54,6781.77
2024-07-22,Hotel_C,128.46,116,14901.42
2024-07-23,Hotel_C,144.44,47,6788.73
2024-07-24,Hotel_C,145.32,78,11335.31
2024-07-25,Hotel_C,145.02,106,15371.92
2024-07-26,Hotel_C,156.56,116,18161.44
2024-07-27,Hotel_C,126.37,51,6444.67
2024-07-28,Hotel_C,151.82,53,8046.33
