,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
18988,City Hotel,0,5,2018,September,39,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2018-09-23
18989,City Hotel,0,5,2018,September,39,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2018-09-23
18990,City Hotel,0,5,2018,September,39,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2018-09-23
18991,City Hotel,0,5,2018,September,39,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2018-09-23
18992,City Hotel,0,7,2018,September,38,19,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1,Check-Out,2018-09-23
18993,City Hotel,0,3,2018,September,38,19,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,89.0,,0,Transient,6.0,0,0,Check-Out,2018-09-23
18994,City Hotel,0,2,2018,September,39,20,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2018-09-23
18995,City Hotel,0,2,2018,September,39,20,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2018-09-23
18996,City Hotel,0,8,2018,September,39,20,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1,Check-Out,2018-09-23
18997,City Hotel,0,1,2018,September,39,21,1,1,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,133.0,0,0,Check-Out,2018-09-23
18998,City Hotel,0,0,2018,September,39,21,1,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,40.0,,0,Transient,65.0,0,0,Check-Out,2018-09-23
18999,City Hotel,0,2,2018,October,43,18,2,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2018-10-20
19000,City Hotel,0,6,2018,October,44,26,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2018-10-28
19001,City Hotel,0,5,2018,November,47,18,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2018-11-20
19002,City Hotel,0,9,2018,November,48,22,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2018-11-25
19003,City Hotel,0,2,2018,December,49,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,40.0,0,Transient,74.0,0,0,Check-Out,2018-12-03
19004,City Hotel,0,10,2018,December,50,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,,40.0,0,Transient,74.0,0,0,Check-Out,2018-12-11
19005,City Hotel,0,18,2018,December,51,18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,,40.0,0,Transient,74.0,0,0,Check-Out,2018-12-19
19006,City Hotel,0,8,2018,September,39,20,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,2,Check-Out,2018-09-23
19007,City Hotel,0,7,2018,September,39,21,1,1,1,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.0,0,0,Check-Out,2018-09-23
19008,City Hotel,0,9,2018,September,39,21,1,1,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Group,90.5,0,1,Check-Out,2018-09-23
19009,City Hotel,0,6,2018,September,39,21,1,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,87.78,0,1,Check-Out,2018-09-23
19010,City Hotel,0,0,2018,September,38,19,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,126.0,0,3,Check-Out,2018-09-23
19011,City Hotel,0,7,2018,September,38,19,2,2,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,,0,Group,114.0,0,0,Check-Out,2018-09-23
19012,City Hotel,0,5,2018,September,38,19,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Contract,140.75,0,2,Check-Out,2018-09-23
19013,City Hotel,0,0,2018,September,39,22,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,147.0,0,0,Check-Out,2018-09-23
19014,City Hotel,0,7,2018,September,39,21,1,1,1,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.0,0,0,Check-Out,2018-09-23
19015,City Hotel,0,7,2018,September,39,21,1,1,1,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.0,0,0,Check-Out,2018-09-23
19016,City Hotel,0,7,2018,September,38,19,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,3,Check-Out,2018-09-23
19017,City Hotel,0,4,2018,September,39,22,0,1,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Contract,145.0,0,2,Check-Out,2018-09-23
19018,City Hotel,0,4,2018,September,39,22,0,1,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9.0,,0,Contract,145.0,0,2,Check-Out,2018-09-23
19019,City Hotel,0,1,2018,September,39,20,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,89.0,,0,Transient,91.2,0,0,Check-Out,2018-09-23
19020,City Hotel,0,0,2018,September,39,23,0,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,E,E,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2018-09-23
19021,City Hotel,0,0,2018,September,39,22,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,45.0,0,Transient,0.0,0,0,Check-Out,2018-09-23
19022,City Hotel,0,4,2018,September,38,19,2,2,1,2.0,0,BB,AGO,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,,0,Transient,200.75,0,2,Check-Out,2018-09-23
19023,City Hotel,0,10,2018,September,39,22,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,114.0,0,0,Check-Out,2018-09-24
19024,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,D,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19025,City Hotel,0,11,2018,September,39,22,0,2,1,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,B,0,No Deposit,74.0,,0,Transient-Party,84.0,0,0,Check-Out,2018-09-24
19026,City Hotel,0,2,2018,September,39,21,1,2,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,113.0,0,0,Check-Out,2018-09-24
19027,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,D,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19028,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,D,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19029,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,D,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19030,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,A,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19031,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,D,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19032,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,D,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19033,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,B,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19034,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19035,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,D,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19036,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,B,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19037,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,B,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19038,City Hotel,0,11,2018,September,39,22,0,2,1,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,B,0,No Deposit,74.0,,0,Transient-Party,84.0,0,0,Check-Out,2018-09-24
19039,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,D,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19040,City Hotel,0,11,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,B,0,No Deposit,74.0,,0,Transient-Party,98.0,0,0,Check-Out,2018-09-24
19041,City Hotel,0,11,2018,September,39,22,0,2,1,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,B,0,No Deposit,74.0,,0,Transient-Party,84.0,0,0,Check-Out,2018-09-24
19042,City Hotel,0,11,2018,September,39,22,0,2,1,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,B,0,No Deposit,74.0,,0,Transient-Party,84.0,0,0,Check-Out,2018-09-24
19043,City Hotel,0,11,2018,September,39,22,0,2,1,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,D,0,No Deposit,74.0,,0,Transient-Party,84.0,0,0,Check-Out,2018-09-24
19044,City Hotel,0,2,2018,September,39,21,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Group,77.0,0,0,Check-Out,2018-09-24
19045,City Hotel,0,3,2018,September,39,21,1,2,1,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,133.0,0,2,Check-Out,2018-09-24
19046,City Hotel,0,7,2018,September,39,22,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,126.0,0,2,Check-Out,2018-09-24
19047,City Hotel,0,7,2018,September,39,22,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,126.0,0,2,Check-Out,2018-09-24
19048,City Hotel,0,0,2018,September,39,21,1,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2018-09-24
19049,City Hotel,0,2,2018,September,39,20,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,133.0,1,1,Check-Out,2018-09-24
19050,City Hotel,0,1,2018,September,39,23,0,1,1,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,121.0,0,0,Check-Out,2018-09-24
19051,City Hotel,0,2,2018,September,39,20,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,133.0,1,2,Check-Out,2018-09-24
19052,City Hotel,0,0,2018,September,39,22,0,2,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,62.0,0,Transient,147.0,0,0,Check-Out,2018-09-24
19053,City Hotel,0,0,2018,December,51,15,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,62.0,0,Transient,75.0,0,0,Check-Out,2018-12-16
19054,City Hotel,0,12,2018,September,39,22,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,85.0,0,1,Check-Out,2018-09-24
19055,City Hotel,0,6,2018,September,39,23,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,42.0,,0,Transient,0.0,0,1,Check-Out,2018-09-24
19056,City Hotel,0,6,2018,September,39,23,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,42.0,,0,Transient,0.0,0,1,Check-Out,2018-09-24
19057,City Hotel,0,243,2018,September,39,20,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient-Party,89.2,0,0,Check-Out,2018-09-24
19058,City Hotel,0,243,2018,September,39,20,2,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient-Party,80.7,0,0,Check-Out,2018-09-24
19059,City Hotel,0,5,2018,September,39,23,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,133.0,0,1,Check-Out,2018-09-24
19060,City Hotel,0,1,2018,September,39,22,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,145.0,0,1,Check-Out,2018-09-24
19061,City Hotel,0,5,2018,September,38,19,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,,0,Transient,117.8,0,0,Check-Out,2018-09-24
19062,City Hotel,0,7,2018,September,39,21,1,2,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Contract,136.0,0,2,Check-Out,2018-09-24
19063,City Hotel,0,2,2018,September,39,22,0,2,2,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,D,0,No Deposit,74.0,,0,Transient,98.0,0,0,Check-Out,2018-09-24
19064,City Hotel,0,3,2018,September,39,21,1,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,133.0,0,2,Check-Out,2018-09-24
19065,City Hotel,0,0,2018,September,39,23,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,,,0,Transient,152.0,0,2,Check-Out,2018-09-24
19066,City Hotel,0,6,2018,September,39,21,1,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,114.0,0,1,Check-Out,2018-09-24
19067,City Hotel,0,0,2018,September,39,21,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2018-09-24
19068,City Hotel,0,0,2018,September,39,21,1,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Contract,125.7,0,0,Check-Out,2018-09-24
19069,City Hotel,0,1,2018,September,39,22,0,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,7.0,,0,Transient,111.65,0,0,Check-Out,2018-09-24
19070,City Hotel,0,10,2018,September,39,22,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.0,0,2,Check-Out,2018-09-24
19071,City Hotel,0,0,2018,September,39,21,1,2,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,145.0,0,1,Check-Out,2018-09-24
19072,City Hotel,0,1,2018,September,39,23,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,152.0,0,0,Check-Out,2018-09-24
19073,City Hotel,0,0,2018,September,39,22,0,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,117.04,0,1,Check-Out,2018-09-24
19074,City Hotel,0,0,2018,September,39,23,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,158.0,0,2,Check-Out,2018-09-25
19075,City Hotel,0,4,2018,September,39,22,0,3,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,133.0,0,2,Check-Out,2018-09-25
19076,City Hotel,0,3,2018,September,39,21,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,145.0,0,1,Check-Out,2018-09-25
19077,City Hotel,0,0,2018,September,39,21,1,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,145.0,0,1,Check-Out,2018-09-25
19078,City Hotel,0,2,2018,September,39,20,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,145.0,0,2,Check-Out,2018-09-25
19079,City Hotel,0,6,2018,September,39,22,0,3,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,106.07,0,1,Check-Out,2018-09-25
19080,City Hotel,0,1,2018,September,39,24,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,147.0,0,0,Check-Out,2018-09-25
19081,City Hotel,0,6,2018,September,39,24,0,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient,77.0,0,0,Check-Out,2018-09-25
19082,City Hotel,0,6,2018,September,39,21,1,3,1,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,114.0,0,1,Check-Out,2018-09-25
19083,City Hotel,0,6,2018,September,39,21,1,3,1,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,114.0,0,1,Check-Out,2018-09-25
19084,City Hotel,0,1,2018,September,39,24,0,1,2,2.0,0,BB,UKR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,215.0,0,2,Check-Out,2018-09-25
19085,City Hotel,0,0,2018,September,39,23,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,164.0,0,1,Check-Out,2018-09-25
19086,City Hotel,0,6,2018,September,39,24,0,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient,77.0,0,0,Check-Out,2018-09-25
19087,City Hotel,0,5,2018,September,38,19,2,4,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,G,0,No Deposit,,,0,Transient,189.17,0,2,Check-Out,2018-09-25
19088,City Hotel,0,7,2018,September,39,22,0,3,2,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Contract,136.0,0,0,Check-Out,2018-09-25
19089,City Hotel,0,3,2018,September,39,22,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,145.0,0,1,Check-Out,2018-09-25
19090,City Hotel,0,2,2018,September,39,23,0,2,2,0.0,0,BB,CN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,133.0,0,0,Check-Out,2018-09-25
19091,City Hotel,0,4,2018,September,39,22,0,3,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,133.0,0,2,Check-Out,2018-09-25
19092,City Hotel,0,0,2018,September,39,21,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Contract,155.0,0,1,Check-Out,2018-09-25
19093,City Hotel,0,0,2018,September,39,21,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Contract,155.0,0,1,Check-Out,2018-09-25
19094,City Hotel,0,1,2018,September,39,22,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2018-09-25
19095,City Hotel,0,4,2018,September,39,22,0,3,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Contract,111.2,0,1,Check-Out,2018-09-25
19096,City Hotel,0,4,2018,September,39,22,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Contract,116.0,0,1,Check-Out,2018-09-25
19097,City Hotel,0,2,2018,September,39,23,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89.0,,0,Transient,72.2,0,0,Check-Out,2018-09-25
19098,City Hotel,0,3,2018,September,38,19,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Contract,162.5,0,0,Check-Out,2018-09-25
19099,City Hotel,0,8,2018,September,38,19,2,4,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,145.67,0,0,Check-Out,2018-09-25
19100,City Hotel,0,1,2018,September,39,22,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,7.0,,0,Transient,111.65,0,1,Check-Out,2018-09-25
19101,City Hotel,0,0,2018,September,39,24,0,1,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,,0,Transient,152.0,0,0,Check-Out,2018-09-25
19102,City Hotel,0,1,2018,September,39,22,0,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,7.0,,0,Transient,111.65,0,1,Check-Out,2018-09-25
19103,City Hotel,0,10,2018,September,39,24,0,1,3,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,8.0,,0,Transient,161.0,0,2,Check-Out,2018-09-25
19104,City Hotel,0,1,2018,September,39,20,2,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Group,102.41,0,0,Check-Out,2018-09-25
19105,City Hotel,0,3,2018,September,39,20,2,3,2,0.0,1,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,133.0,0,2,Check-Out,2018-09-25
19106,City Hotel,0,0,2018,September,39,21,1,3,2,0.0,1,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Group,111.65,0,2,Check-Out,2018-09-25
19107,City Hotel,0,9,2018,September,39,20,2,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2018-09-25
19108,City Hotel,0,0,2018,September,39,23,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,119.97,0,0,Check-Out,2018-09-25
19109,City Hotel,0,0,2018,September,39,20,2,3,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,2,No Deposit,,45.0,0,Transient,0.0,0,1,Check-Out,2018-09-25
19110,City Hotel,0,0,2018,September,39,21,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,,,0,Transient,147.0,0,1,Check-Out,2018-09-25
19111,City Hotel,0,0,2018,September,39,21,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,,,0,Transient,147.0,0,1,Check-Out,2018-09-25
19112,City Hotel,0,2,2018,September,39,20,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2018-09-25
19113,City Hotel,0,8,2018,September,39,24,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,133.0,0,0,Check-Out,2018-09-25
19114,City Hotel,0,2,2018,September,39,23,0,2,2,0.0,0,SC,IRN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,133.0,0,0,Check-Out,2018-09-25
19115,City Hotel,0,0,2018,September,39,23,0,2,2,0.0,1,BB,PRT,Direct,Direct,0,0,0,D,E,1,No Deposit,,,0,Transient,145.0,0,1,Check-Out,2018-09-25
19116,City Hotel,0,11,2018,September,39,23,0,3,2,0.0,0,BB,POL,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,114.0,0,0,Check-Out,2018-09-26
19117,City Hotel,0,12,2018,September,39,22,0,4,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,164.0,0,1,Check-Out,2018-09-26
19118,City Hotel,0,1,2018,September,39,22,0,4,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,2018-09-26
19119,City Hotel,0,0,2018,September,39,25,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,180.0,0,0,Check-Out,2018-09-26
19120,City Hotel,0,1,2018,September,39,25,0,1,2,0.0,0,BB,BRA,Direct,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient,170.0,0,0,Check-Out,2018-09-26
19121,City Hotel,0,17,2018,September,39,26,0,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Check-Out,2018-09-26
19122,City Hotel,0,11,2018,September,39,23,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,114.0,0,0,Check-Out,2018-09-26
